event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27219157220,true,2002-05-30 00:00:00.000,13.94,8.297,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157221,true,2002-05-30 00:00:00.000,13.955,8.298,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157222,true,2002-05-30 00:00:00.000,13.96,8.279,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157223,true,2002-05-30 00:00:00.000,13.971,8.285,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157224,true,2002-05-31 00:00:00.000,13.971,8.297,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157225,true,2002-06-01 00:00:00.000,13.925,8.319,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157226,true,2002-06-02 00:00:00.000,13.88,8.346,"2","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157227,true,2002-06-02 00:00:00.000,13.882,8.349,"3","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157228,true,2002-06-03 00:00:00.000,13.89,8.356,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157229,true,2002-06-03 00:00:00.000,13.913,8.392,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157230,true,2002-06-03 00:00:00.000,13.93,8.398,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157231,true,2002-06-04 00:00:00.000,13.921,8.383,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157232,true,2002-06-05 00:00:00.000,13.747,8.416,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157233,true,2002-06-05 00:00:00.000,13.869,8.364,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157234,true,2002-06-05 00:00:00.000,13.85,8.34,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157235,true,2002-06-06 00:00:00.000,13.846,8.329,"1","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157236,true,2002-06-06 00:00:00.000,13.84,8.334,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157237,true,2002-06-08 00:00:00.000,13.747,8.231,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157238,true,2002-06-08 00:00:00.000,13.756,8.234,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157239,true,2002-06-08 00:00:00.000,13.753,8.226,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157240,true,2002-06-09 00:00:00.000,13.794,8.204,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157241,true,2002-06-09 00:00:00.000,13.837,8.222,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157242,true,2002-06-09 00:00:00.000,13.726,8.161,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157243,true,2002-06-10 00:00:00.000,13.824,8.203,"2","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157244,true,2002-06-10 00:00:00.000,13.813,8.201,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157245,true,2002-06-11 00:00:00.000,13.796,8.203,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157246,true,2002-06-12 00:00:00.000,13.772,8.232,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157247,true,2002-06-13 00:00:00.000,13.719,8.19,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157248,true,2002-06-13 00:00:00.000,13.705,8.206,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157249,true,2002-06-13 00:00:00.000,13.713,8.218,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157250,true,2002-06-13 00:00:00.000,13.756,8.232,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157251,true,2002-06-14 00:00:00.000,13.748,8.259,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157252,true,2002-06-14 00:00:00.000,13.742,8.236,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157253,true,2002-06-15 00:00:00.000,13.718,8.164,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157254,true,2002-06-16 00:00:00.000,13.709,8.189,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157255,true,2002-06-17 00:00:00.000,13.786,8.157,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157256,true,2002-06-18 00:00:00.000,13.443,8.272,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157257,true,2002-06-21 00:00:00.000,13.772,8.218,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157258,true,2002-06-21 00:00:00.000,13.757,8.228,"A","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157259,true,2002-06-22 00:00:00.000,13.748,8.235,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157260,true,2002-06-22 00:00:00.000,13.756,8.233,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
27219157261,true,2002-06-23 00:00:00.000,13.71,8.288,"B","argos-doppler-shift",,"#2789570002","9105","Elephant Research - Benoue National Park (Cameroon) - Collar 09105"
